name,phone,type,character,loan_his,bank,amount,term,address,lat,lon,notes,time_visit,image_path,timestamp
Customer 627,0100626,Restaurant/Café,Interested but Cautious,Many times,ACLEDA,1224.66,24M,"Street 156, Phnom Penh",11.567990456123887,104.89283539764153,No answer,4:00 AM,,2025-06-18 01:23:52
Customer 628,0100627,Beauty Salon,Interested but Cautious,Once,Wing,6328.51,18M,"Street 24, Phnom Penh",11.59707324753795,104.89957568248894,No answer,6:00 AM,,2025-05-30 01:23:52
Customer 629,0100628,Repair Services,Hard to Understand,Many times,Cambodia Post Bank,3957.81,12M,"Street 471, Phnom Penh",11.567212733317447,104.88904127459308,No answer,5:00 AM,,2025-06-05 01:23:52
Customer 630,0100629,Repair Services,Busy or in a Hurry,Once,ABA,4384.55,12M,"Street 19, Phnom Penh",11.550216342717214,104.94524835442088,Interested,9:00 AM,,2025-06-03 01:23:52
Customer 631,0100630,Repair Services,Interested but Cautious,Once,None,7346.56,12M,"Street 87, Phnom Penh",11.546379366996952,104.89379340654396,Interested,12:00 AM,,2025-06-11 01:23:52
Customer 632,0100631,Restaurant/Café,Friendly and Open,Once,Cambodia Post Bank,6892.81,12M,"Street 175, Phnom Penh",11.569820086093157,104.94398016312817,Interested,3:00 AM,20250615_214300.jpeg,2025-06-20 01:23:52
Customer 633,0100632,Repair Services,Uninterested,Many times,ACLEDA,6493.69,6M,"Street 496, Phnom Penh",11.577657273315385,104.92051606386843,Need follow-up,2:00 AM,,2025-06-15 01:23:52
Customer 634,0100633,Agriculture/Farming,Friendly and Open,Many times,Cambodia Post Bank,9016.39,18M,"Street 136, Phnom Penh",11.536095173317243,104.90075118868593,Repeat visit,3:00 AM,2025-06-23 01.02.19.jpg,2025-06-21 01:23:52
Customer 635,0100634,Street Food Stall,Very Welcoming,Once,None,561.34,12M,"Street 98, Phnom Penh",11.550357058434155,104.88511189703563,Interested,5:00 AM,,2025-06-17 01:23:52
Customer 636,0100635,Electronics & Appliances,Busy or in a Hurry,Once,ABA,8824.95,6M,"Street 256, Phnom Penh",11.552375547516437,104.92715742703716,Interested,10:00 AM,,2025-06-01 01:23:52
Customer 637,0100636,Fashion & Clothing,Busy or in a Hurry,Never,Wing,3600.94,6M,"Street 21, Phnom Penh",11.591358154244833,104.86488837892527,Need follow-up,3:00 AM,,2025-05-29 01:23:52
Customer 638,0100637,Street Food Stall,Interested but Cautious,Many times,Cambodia Post Bank,4453.46,24M,"Street 212, Phnom Penh",11.593728666043809,104.91935654376067,Interested,12:00 AM,,2025-06-08 01:23:52
Customer 639,0100638,Tourism/Hospitality,Talkative and Engaging,Once,None,4404.71,6M,"Street 171, Phnom Penh",11.548513652734806,104.88420142121124,Need follow-up,1:00 AM,,2025-05-26 01:23:52
Customer 640,0100639,General Retail,Busy or in a Hurry,Once,ACLEDA,4716.99,12M,"Street 415, Phnom Penh",11.5995508236316,104.90920234472925,Need follow-up,2:00 AM,,2025-05-24 01:23:52
Customer 641,0100640,General Retail,Quiet and Reserved,Never,None,2347.7,12M,"Street 292, Phnom Penh",11.559951457333579,104.90619597435811,Repeat visit,1:00 AM,,2025-06-21 01:23:52
Customer 642,0100641,Street Food Stall,Skeptical or Distrustful,Many times,ACLEDA,1722.82,12M,"Street 358, Phnom Penh",11.537629854401297,104.94418783468889,Interested,6:00 AM,,2025-06-01 01:23:52
Customer 643,0100642,Repair Services,Busy or in a Hurry,Many times,None,5421.87,12M,"Street 275, Phnom Penh",11.524442873051077,104.9407723057469,Need follow-up,9:00 AM,,2025-06-10 01:23:52
Customer 644,0100643,Tourism/Hospitality,Busy or in a Hurry,Once,Cambodia Post Bank,2203.18,18M,"Street 225, Phnom Penh",11.599396691060987,104.92994476701519,No answer,3:00 AM,,2025-06-18 01:23:52
Customer 645,0100644,Electronics & Appliances,Quiet and Reserved,Never,Wing,6609.13,18M,"Street 404, Phnom Penh",11.549718158170066,104.86006816983003,Need follow-up,7:00 AM,,2025-06-15 01:23:52
Customer 646,0100645,Agriculture/Farming,Hard to Understand,Never,ABA,2806.47,24M,"Street 480, Phnom Penh",11.536781670864535,104.92684143824428,Repeat visit,11:00 AM,,2025-06-21 01:23:52
Customer 647,0100646,Electronics & Appliances,Skeptical or Distrustful,Never,ACLEDA,8471.89,18M,"Street 232, Phnom Penh",11.52315133266974,104.8538125155787,Repeat visit,10:00 AM,2025-06-23 01.02.34.jpg,2025-05-25 01:23:52
Customer 648,0100647,General Retail,Uninterested,Once,None,6169.72,6M,"Street 8, Phnom Penh",11.549748399555684,104.90770618047124,Need follow-up,7:00 AM,2025-06-23 01.02.27.jpg,2025-06-02 01:23:52
Customer 649,0100648,Street Food Stall,Hard to Understand,Once,None,2148.15,12M,"Street 14, Phnom Penh",11.523258830322533,104.92106922653109,Need follow-up,6:00 AM,,2025-06-22 01:23:52
Customer 650,0100649,Repair Services,Aggressive or Pushy,Never,Wing,6473.27,24M,"Street 139, Phnom Penh",11.563457038692128,104.90484609993011,No answer,11:00 AM,,2025-06-17 01:23:52
Customer 651,0100650,Restaurant/Café,Skeptical or Distrustful,Never,ACLEDA,9480.42,12M,"Street 31, Phnom Penh",11.564094051920957,104.93242965996613,No answer,7:00 AM,2025-06-23 01.02.34.jpg,2025-06-12 01:23:52
Customer 652,0100651,Electronics & Appliances,Skeptical or Distrustful,Once,ACLEDA,8911.81,24M,"Street 202, Phnom Penh",11.571504347766876,104.87196565597895,No answer,7:00 AM,,2025-06-16 01:23:52
Customer 653,0100652,General Retail,Very Welcoming,Never,Wing,2587.39,24M,"Street 56, Phnom Penh",11.578107301582932,104.94452356607447,Need follow-up,6:00 AM,2025-06-23 01.02.39.jpg,2025-06-02 01:23:52
Customer 654,0100653,Fashion & Clothing,Uninterested,Many times,Wing,6409.67,18M,"Street 211, Phnom Penh",11.571357531069522,104.92278513753949,No answer,6:00 AM,2025-06-23 01.02.07.jpg,2025-05-25 01:23:52
Customer 655,0100654,Electronics & Appliances,Skeptical or Distrustful,Once,Cambodia Post Bank,9569.33,12M,"Street 480, Phnom Penh",11.560285682115945,104.85275400356171,Repeat visit,8:00 AM,2025-06-23 01.02.50.jpg,2025-06-05 01:23:52
Customer 656,0100655,Street Food Stall,Aggressive or Pushy,Many times,Cambodia Post Bank,3183.99,6M,"Street 239, Phnom Penh",11.55397118343044,104.86856793913606,Repeat visit,9:00 AM,,2025-06-10 01:23:52
Customer 657,0100656,Fashion & Clothing,Skeptical or Distrustful,Many times,ACLEDA,7840.28,18M,"Street 397, Phnom Penh",11.541622550061314,104.91858683150302,Need follow-up,2:00 AM,,2025-06-13 01:23:52
Customer 658,0100657,Agriculture/Farming,Busy or in a Hurry,Once,Wing,5174.19,24M,"Street 465, Phnom Penh",11.561092394555345,104.85323549416223,No answer,2:00 AM,,2025-06-20 01:23:52
Customer 659,0100658,Tourism/Hospitality,Skeptical or Distrustful,Many times,ABA,1201.52,18M,"Street 49, Phnom Penh",11.595439624291403,104.90834703367666,Interested,12:00 AM,,2025-06-08 01:23:52
Customer 660,0100659,Agriculture/Farming,Very Welcoming,Once,Cambodia Post Bank,4676.5,6M,"Street 279, Phnom Penh",11.530940040548767,104.93844628850131,Interested,11:00 AM,,2025-06-17 01:23:52
Customer 661,0100660,General Retail,Busy or in a Hurry,Never,None,9778.56,24M,"Street 28, Phnom Penh",11.567450917834663,104.92874056632043,Interested,6:00 AM,,2025-06-19 01:23:52
Customer 662,0100661,Agriculture/Farming,Busy or in a Hurry,Once,None,7609.33,12M,"Street 167, Phnom Penh",11.539924852869634,104.93469483223463,Interested,5:00 AM,,2025-06-18 01:23:52
Customer 663,0100662,Restaurant/Café,Aggressive or Pushy,Once,ABA,4608.17,12M,"Street 119, Phnom Penh",11.5217460450466,104.8503695388782,Repeat visit,3:00 AM,,2025-06-22 01:23:52
Customer 664,0100663,Restaurant/Café,Hard to Understand,Once,Wing,5598.59,6M,"Street 272, Phnom Penh",11.559322586424607,104.87881815487465,No answer,6:00 AM,,2025-05-26 01:23:52
Customer 665,0100664,Street Food Stall,Skeptical or Distrustful,Never,ACLEDA,9711.93,6M,"Street 387, Phnom Penh",11.553583490787892,104.9377808826173,Need follow-up,2:00 AM,2025-06-23 01.03.04.jpg,2025-06-05 01:23:52
Customer 666,0100665,Repair Services,Busy or in a Hurry,Never,ABA,3385.8,12M,"Street 464, Phnom Penh",11.582709692885366,104.93064532063191,Interested,3:00 AM,2025-06-23 01.02.07.jpg,2025-05-30 01:23:52
Customer 667,0100666,Fashion & Clothing,Busy or in a Hurry,Many times,ABA,9267.9,18M,"Street 35, Phnom Penh",11.550913887954874,104.92575578360498,Repeat visit,8:00 AM,2025-06-23 01.02.34.jpg,2025-06-20 01:23:52
Customer 668,0100667,Beauty Salon,Uninterested,Many times,Wing,5336.94,12M,"Street 66, Phnom Penh",11.561962361472577,104.86580689065208,Interested,10:00 AM,,2025-06-15 01:23:52
Customer 669,0100668,Agriculture/Farming,Uninterested,Never,ABA,2802.6,12M,"Street 231, Phnom Penh",11.580441586864865,104.9253031926239,Repeat visit,5:00 AM,2025-06-23 01.02.19.jpg,2025-06-10 01:23:52
Customer 670,0100669,Electronics & Appliances,Uninterested,Many times,ACLEDA,7034.99,18M,"Street 99, Phnom Penh",11.562199545308303,104.8691625571537,Interested,12:00 AM,2025-06-23 01.02.46.jpg,2025-05-27 01:23:52
Customer 671,0100670,Tourism/Hospitality,Friendly and Open,Once,ABA,5708.16,24M,"Street 161, Phnom Penh",11.597920749179853,104.94884559026211,Interested,5:00 AM,,2025-06-22 01:23:52
Customer 672,0100671,Restaurant/Café,Aggressive or Pushy,Many times,ACLEDA,5851.47,6M,"Street 456, Phnom Penh",11.587005175755008,104.9278031137568,Need follow-up,5:00 AM,,2025-06-05 01:23:52
Customer 673,0100672,Beauty Salon,Talkative and Engaging,Never,ABA,5445.56,6M,"Street 155, Phnom Penh",11.58556127456411,104.94505993662843,Interested,4:00 AM,2025-06-23 01.02.46.jpg,2025-06-02 01:23:52
Customer 674,0100673,Restaurant/Café,Quiet and Reserved,Many times,ACLEDA,2591.93,6M,"Street 417, Phnom Penh",11.520015889398893,104.94705548967517,Interested,1:00 AM,2025-06-23 01.05.23.jpg,2025-05-30 01:23:52
Customer 675,0100674,Beauty Salon,Aggressive or Pushy,Once,None,1243.74,6M,"Street 312, Phnom Penh",11.594935754556575,104.90139253063033,Need follow-up,8:00 AM,,2025-06-11 01:23:52
Customer 676,0100675,General Retail,Quiet and Reserved,Never,Cambodia Post Bank,903.46,18M,"Street 96, Phnom Penh",11.571006672775326,104.94258953591854,Interested,11:00 AM,,2025-06-03 01:23:52
Customer 677,0100676,Street Food Stall,Quiet and Reserved,Many times,ABA,4124.7,12M,"Street 177, Phnom Penh",11.577425680682918,104.92414941817236,No answer,12:00 AM,2025-06-23 01.03.04.jpg,2025-06-01 01:23:52
Customer 678,0100677,Agriculture/Farming,Interested but Cautious,Once,None,8726.38,12M,"Street 163, Phnom Penh",11.531520819065326,104.88259807870004,Interested,12:00 AM,,2025-06-16 01:23:52
Customer 679,0100678,Fashion & Clothing,Uninterested,Never,ACLEDA,5587.15,12M,"Street 226, Phnom Penh",11.522893141365842,104.92194775188781,Repeat visit,9:00 AM,2025-06-23 01.03.23.jpg,2025-06-10 01:23:52
Customer 680,0100679,Beauty Salon,Quiet and Reserved,Never,None,1989.21,24M,"Street 381, Phnom Penh",11.570118466378526,104.89054220391694,Need follow-up,12:00 AM,2025-06-23 01.03.23.jpg,2025-06-10 01:23:52
Customer 681,0100680,Repair Services,Uninterested,Once,Wing,6845.37,12M,"Street 397, Phnom Penh",11.586591575202672,104.88421217242357,Need follow-up,11:00 AM,2025-06-23 01.02.27.jpg,2025-06-18 01:23:52
Customer 682,0100681,Repair Services,Uninterested,Once,Cambodia Post Bank,6121.74,12M,"Street 347, Phnom Penh",11.527832327306962,104.93764888160175,Interested,8:00 AM,,2025-06-23 01:23:52
Customer 683,0100682,General Retail,Friendly and Open,Once,Wing,6020.46,6M,"Street 394, Phnom Penh",11.528651510716058,104.94146110278527,No answer,9:00 AM,,2025-06-19 01:23:52
Customer 684,0100683,Fashion & Clothing,Talkative and Engaging,Never,ACLEDA,8746.61,24M,"Street 261, Phnom Penh",11.527480598859599,104.93164499342888,Repeat visit,7:00 AM,,2025-06-09 01:23:52
Customer 685,0100684,Repair Services,Interested but Cautious,Many times,ACLEDA,7036.66,6M,"Street 442, Phnom Penh",11.524193862776372,104.85151116033303,No answer,3:00 AM,,2025-06-23 01:23:52
Customer 686,0100685,Tourism/Hospitality,Hard to Understand,Never,Cambodia Post Bank,7534.37,24M,"Street 187, Phnom Penh",11.56168847281772,104.8734167900283,Interested,11:00 AM,,2025-06-06 01:23:52
Customer 687,0100686,General Retail,Very Welcoming,Once,None,8723.75,18M,"Street 402, Phnom Penh",11.558939401508168,104.85612780122673,No answer,11:00 AM,,2025-06-11 01:23:52
Customer 688,0100687,Agriculture/Farming,Very Welcoming,Many times,Cambodia Post Bank,9829.78,18M,"Street 394, Phnom Penh",11.527075127421513,104.8571466581876,Repeat visit,11:00 AM,,2025-06-16 01:23:52
Customer 689,0100688,Fashion & Clothing,Uninterested,Never,ACLEDA,1033.53,6M,"Street 431, Phnom Penh",11.56990521944243,104.92206153581638,No answer,10:00 AM,,2025-06-17 01:23:52
Customer 690,0100689,General Retail,Hard to Understand,Many times,None,8009.21,6M,"Street 42, Phnom Penh",11.595166612168603,104.91257200846019,Interested,1:00 AM,,2025-06-14 01:23:52
Customer 691,0100690,Fashion & Clothing,Aggressive or Pushy,Never,ABA,6565.13,18M,"Street 88, Phnom Penh",11.577779778964219,104.85755095737862,No answer,5:00 AM,,2025-06-05 01:23:52
Customer 692,0100691,Electronics & Appliances,Busy or in a Hurry,Never,None,5364.57,24M,"Street 248, Phnom Penh",11.529038535084968,104.91657192501131,Repeat visit,7:00 AM,,2025-06-07 01:23:52
Customer 693,0100692,General Retail,Aggressive or Pushy,Never,Cambodia Post Bank,7500.49,6M,"Street 195, Phnom Penh",11.584263149569834,104.91396449980881,Need follow-up,2:00 AM,,2025-06-15 01:23:52
Customer 694,0100693,Fashion & Clothing,Aggressive or Pushy,Never,ABA,1264.9,18M,"Street 24, Phnom Penh",11.524909838015983,104.92939552403185,Repeat visit,4:00 AM,,2025-05-28 01:23:52
Customer 695,0100694,Street Food Stall,Quiet and Reserved,Once,None,3193.69,12M,"Street 363, Phnom Penh",11.532040139612645,104.85075561680175,Interested,4:00 AM,,2025-06-12 01:23:52
Customer 696,0100695,Fashion & Clothing,Talkative and Engaging,Many times,ABA,5548.54,24M,"Street 250, Phnom Penh",11.58650529856436,104.9135455990174,Repeat visit,10:00 AM,2025-06-23 01.03.04.jpg,2025-06-20 01:23:52
Customer 697,0100696,Repair Services,Talkative and Engaging,Never,None,4626.44,12M,"Street 340, Phnom Penh",11.52625491397973,104.88153233864793,No answer,5:00 AM,,2025-05-24 01:23:52
Customer 698,0100697,Agriculture/Farming,Busy or in a Hurry,Many times,ABA,5901.49,6M,"Street 371, Phnom Penh",11.576123729098168,104.9416190569142,Repeat visit,1:00 AM,,2025-06-06 01:23:52
Customer 699,0100698,Tourism/Hospitality,Interested but Cautious,Many times,Cambodia Post Bank,8025.24,18M,"Street 42, Phnom Penh",11.539948518938264,104.8738780110624,Interested,4:00 AM,,2025-05-28 01:23:52
Customer 700,0100699,Tourism/Hospitality,Uninterested,Once,ACLEDA,3427.67,6M,"Street 325, Phnom Penh",11.581430086492784,104.91450842042626,Interested,4:00 AM,,2025-06-12 01:23:52
Customer 701,0100700,Fashion & Clothing,Very Welcoming,Never,ABA,7029.58,24M,"Street 478, Phnom Penh",11.589457897188431,104.85687305371516,Interested,5:00 AM,,2025-06-04 01:23:52
Customer 702,0100701,Electronics & Appliances,Quiet and Reserved,Once,ABA,6767.79,12M,"Street 133, Phnom Penh",11.53768186389059,104.91044222728151,Repeat visit,4:00 AM,,2025-06-14 01:23:52
Customer 703,0100702,Agriculture/Farming,Aggressive or Pushy,Once,ACLEDA,7515.06,18M,"Street 329, Phnom Penh",11.575232718242619,104.8884631284389,Need follow-up,4:00 AM,,2025-06-11 01:23:52
Customer 704,0100703,Agriculture/Farming,Very Welcoming,Many times,Cambodia Post Bank,8970.22,18M,"Street 492, Phnom Penh",11.572141051720378,104.90810733544828,Need follow-up,10:00 AM,,2025-06-13 01:23:52
Customer 705,0100704,General Retail,Uninterested,Once,ACLEDA,893.73,24M,"Street 450, Phnom Penh",11.55548706424928,104.92624935528279,No answer,11:00 AM,,2025-06-12 01:23:52
Customer 706,0100705,General Retail,Uninterested,Once,None,1841.26,18M,"Street 413, Phnom Penh",11.566386965796488,104.9217284200347,Repeat visit,8:00 AM,,2025-05-27 01:23:52
Customer 707,0100706,Fashion & Clothing,Aggressive or Pushy,Many times,ACLEDA,1281.81,18M,"Street 322, Phnom Penh",11.565259841149564,104.94884647714771,Repeat visit,10:00 AM,,2025-06-19 01:23:52
Customer 708,0100707,Agriculture/Farming,Skeptical or Distrustful,Once,ACLEDA,3058.06,12M,"Street 463, Phnom Penh",11.562318837858419,104.92769473027823,Need follow-up,11:00 AM,,2025-06-05 01:23:52
Customer 709,0100708,Agriculture/Farming,Interested but Cautious,Once,ACLEDA,2322.75,12M,"Street 251, Phnom Penh",11.591341790639582,104.94701796766635,Need follow-up,5:00 AM,20250615_214300.jpeg,2025-06-17 01:23:52
Customer 710,0100709,Agriculture/Farming,Busy or in a Hurry,Many times,ACLEDA,1090.53,18M,"Street 19, Phnom Penh",11.56860674693478,104.86351549726568,Interested,10:00 AM,,2025-06-06 01:23:52
Customer 711,0100710,Restaurant/Café,Skeptical or Distrustful,Once,ABA,4968.12,24M,"Street 338, Phnom Penh",11.546834329954747,104.90192620043108,No answer,12:00 AM,2025-06-23 01.04.08.jpg,2025-06-18 01:23:52
Customer 712,0100711,Agriculture/Farming,Aggressive or Pushy,Many times,ACLEDA,5686.06,12M,"Street 315, Phnom Penh",11.582547359106208,104.87225982999608,Interested,4:00 AM,2025-06-23 01.03.23.jpg,2025-06-20 01:23:52
Customer 713,0100712,Restaurant/Café,Uninterested,Never,Cambodia Post Bank,3728.7,24M,"Street 33, Phnom Penh",11.567189788642393,104.93883511535246,No answer,11:00 AM,2025-06-23 01.02.07.jpg,2025-06-08 01:23:52
Customer 714,0100713,Street Food Stall,Talkative and Engaging,Never,ACLEDA,3802.42,18M,"Street 114, Phnom Penh",11.581635672910807,104.9036604684438,Repeat visit,7:00 AM,,2025-05-28 01:23:52
Customer 715,0100714,Repair Services,Uninterested,Once,ACLEDA,6360.26,18M,"Street 192, Phnom Penh",11.529791591735714,104.92504301726356,Need follow-up,7:00 AM,,2025-05-25 01:23:52
Customer 716,0100715,Tourism/Hospitality,Hard to Understand,Many times,ACLEDA,4242.07,12M,"Street 183, Phnom Penh",11.548306677362934,104.8961940906735,Interested,5:00 AM,2025-06-23 01.02.19.jpg,2025-05-29 01:23:52
Customer 717,0100716,Tourism/Hospitality,Busy or in a Hurry,Once,Cambodia Post Bank,5727.22,12M,"Street 371, Phnom Penh",11.588550515868011,104.91202917144231,Interested,12:00 AM,,2025-06-14 01:23:52
Customer 718,0100717,Agriculture/Farming,Busy or in a Hurry,Never,ACLEDA,6173.34,12M,"Street 12, Phnom Penh",11.58906871785378,104.89854315301956,Repeat visit,12:00 AM,2025-06-23 01.02.34.jpg,2025-06-22 01:23:52
Customer 719,0100718,Repair Services,Quiet and Reserved,Once,ABA,2764.9,18M,"Street 264, Phnom Penh",11.577310060032376,104.87172573669248,Need follow-up,12:00 AM,,2025-06-08 01:23:52
Customer 720,0100719,Beauty Salon,Quiet and Reserved,Never,Cambodia Post Bank,9468.98,6M,"Street 266, Phnom Penh",11.539664261175545,104.92306117521508,Interested,3:00 AM,,2025-06-04 01:23:52
Customer 721,0100720,Agriculture/Farming,Aggressive or Pushy,Once,ACLEDA,9818.67,6M,"Street 301, Phnom Penh",11.545466706394167,104.94381112339026,No answer,11:00 AM,,2025-06-22 01:23:52
Customer 722,0100721,Repair Services,Interested but Cautious,Once,None,3308.36,12M,"Street 473, Phnom Penh",11.524298152688885,104.94772218618478,Repeat visit,11:00 AM,,2025-05-29 01:23:52
Customer 723,0100722,Tourism/Hospitality,Very Welcoming,Many times,ABA,531.46,6M,"Street 223, Phnom Penh",11.583723580024387,104.85642865444466,Repeat visit,12:00 AM,,2025-06-02 01:23:52
Customer 724,0100723,Tourism/Hospitality,Interested but Cautious,Many times,ABA,2587.46,18M,"Street 494, Phnom Penh",11.545442997128275,104.90546642674146,No answer,3:00 AM,,2025-06-06 01:23:52
Customer 725,0100724,Beauty Salon,Uninterested,Many times,ACLEDA,8267.47,6M,"Street 247, Phnom Penh",11.533405534125075,104.8927059070134,No answer,2:00 AM,,2025-06-01 01:23:52
